ID,Resource,Zone,Total_MW,Start_MW,Change_in_MW,Percent_MW,GWh,Percent_GWh
1,onshore_wind_turbine,1,8495.9,8495.9,0.0,9.078465105841872,23545.57149596297,5.1770156900121105
4,conventional_steam_coal,2,0.0,13567.68,-13567.68,0.0,0.0,0.0
5,natural_gas_fired_combined_cycle,2,34522.62716999999,36734.21,-2211.5828300000067,36.88984876526719,54435.32566775058,11.968812696739263
6,natural_gas_fired_combustion_turbine,2,4704.48,4704.48,0.0,5.027066881805456,200.3954028309423,0.04406137030226523
7,natural_gas_steam_turbine,2,0.0,1118.5,-1118.5,0.0,0.0,0.0
8,nuclear,2,5020.0,5020.0,0.0,5.36422213436201,41512.90967265114,9.127533164791458
9,onshore_wind_turbine,2,6979.0,6979.0,0.0,7.457551050938739,15857.728808861764,3.486673103921483
11,solar_photovoltaic,2,454.5,454.5,0.0,0.48566513148755647,802.5033727626417,0.17644815088867813
12,conventional_steam_coal,3,0.0,650.0,-650.0,0.0,0.0,0.0
13,natural_gas_fired_combined_cycle,3,3427.34,3427.34,0.0,3.662353205176154,15937.247085788806,3.5041569593192845
14,natural_gas_fired_combustion_turbine,3,1207.96,1207.96,0.0,1.29078999390915,21.774979024321418,0.004787711696780208
15,onshore_wind_turbine,3,9450.5,9450.5,0.0,10.098522167487685,25745.28112603376,5.660670600248616
16,solar_photovoltaic,3,137.5,137.5,0.0,0.1469283951144973,267.49675791032683,0.05881509025875933
17,naturalgas_ccccsavgcf,1,0.0,0.0,0.0,0.0,0.0,0.0
18,naturalgas_ccavgcf,1,-0.0,0.0,-0.0,-0.0,0.0,0.0
19,naturalgas_ctavgcf,1,0.0,0.0,0.0,0.0,0.0,0.0
20,landbasedwind_ltrg1,1,-0.0,0.0,-0.0,-0.0,0.0,0.0
21,landbasedwind_ltrg1,1,0.0,0.0,0.0,0.0,0.0,0.0
22,landbasedwind_ltrg1,1,0.0,0.0,0.0,0.0,0.0,0.0
23,utilitypv_losangeles,1,2654.7266187870505,0.0,2654.7266187870505,2.836761611389943,7023.740701459478,1.5443250472925183
24,utilitypv_losangeles,1,-0.0,0.0,-0.0,-0.0,0.0,0.0
25,utilitypv_losangeles,1,-0.0,0.0,-0.0,-0.0,0.0,0.0
26,utilitypv_losangeles,1,-0.0,0.0,-0.0,-0.0,0.0,0.0
27,battery,1,-0.0,0.0,-0.0,-0.0,0.0,0.0
28,naturalgas_ccs100,1,0.0,0.0,0.0,0.0,0.0,0.0
29,naturalgas_ccccsavgcf,2,0.0,0.0,0.0,0.0,0.0,0.0
30,naturalgas_ccavgcf,2,22418.128900000003,0.0,22418.128900000003,23.9553432781595,155645.9951053969,34.22222131606973
31,naturalgas_ctavgcf,2,0.0,0.0,0.0,0.0,0.0,0.0
32,landbasedwind_ltrg1,2,-0.0,0.0,-0.0,-0.0,0.0,0.0
33,landbasedwind_ltrg1,2,0.0,0.0,0.0,0.0,0.0,0.0
34,landbasedwind_ltrg1,2,0.0,0.0,0.0,0.0,0.0,0.0
35,offshorewind_otrg3,2,0.0,0.0,0.0,0.0,0.0,0.0
36,offshorewind_otrg3,2,0.0,0.0,0.0,0.0,0.0,0.0
37,offshorewind_otrg3,2,0.0,0.0,0.0,0.0,0.0,0.0
38,utilitypv_losangeles,2,40842.55127021608,0.0,40842.55127021608,43.643130985559424,106551.0408731714,23.427607628131174
39,utilitypv_losangeles,2,-0.0,0.0,-0.0,-0.0,0.0,0.0
40,battery,2,-0.0,0.0,-0.0,-0.0,0.0,0.0
41,naturalgas_ccs100,2,0.0,0.0,0.0,0.0,0.0,0.0
42,naturalgas_ccccsavgcf,3,0.0,0.0,0.0,0.0,0.0,0.0
43,naturalgas_ccavgcf,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
44,naturalgas_ctavgcf,3,0.0,0.0,0.0,0.0,0.0,0.0
45,landbasedwind_ltrg1,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
46,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
47,landbasedwind_ltrg1,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
48,landbasedwind_ltrg1,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
49,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
50,landbasedwind_ltrg1,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
51,landbasedwind_ltrg1,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
52,utilitypv_losangeles,3,2861.2214627097906,0.0,2861.2214627097906,3.057415836968029,7231.572450698595,1.5900214631505087
53,utilitypv_losangeles,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
54,battery,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
55,naturalgas_ccs100,3,0.0,0.0,0.0,0.0,0.0,0.0
