ID,Resource,Zone,Total_MW,Start_MW,Change_in_MW,Percent_MW,GWh,Percent_GWh
1,onshore_wind_turbine,1,8495.9,8495.9,0.0,9.078465105841872,24441.099286532342,5.373915583768005
4,conventional_steam_coal,2,0.0,13567.68,-13567.68,0.0,0.0,0.0
5,natural_gas_fired_combined_cycle,2,32803.89602445879,36734.21,-3930.313975541212,35.053263973647766,48043.11845344401,10.563340867897805
6,natural_gas_fired_combustion_turbine,2,4704.48,4704.48,0.0,5.027066881805456,124.81374822946424,0.027443059692835003
7,natural_gas_steam_turbine,2,0.0,1118.5,-1118.5,0.0,0.0,0.0
8,nuclear,2,5020.0,5020.0,0.0,5.36422213436201,41237.43607763708,9.06696125956829
9,onshore_wind_turbine,2,6979.0,6979.0,0.0,7.457551050938739,14930.850494839427,3.282877304841215
11,solar_photovoltaic,2,454.5,454.5,0.0,0.48566513148755647,804.9828105558279,0.17699325302831267
12,conventional_steam_coal,3,0.0,650.0,-650.0,0.0,0.0,0.0
13,natural_gas_fired_combined_cycle,3,3427.34,3427.34,0.0,3.662353205176154,15576.844589608698,3.4249133766317983
14,natural_gas_fired_combustion_turbine,3,1207.96,1207.96,0.0,1.29078999390915,12.806575981654602,0.002815808627742249
15,onshore_wind_turbine,3,9450.5,9450.5,0.0,10.098522167487685,25181.3943759104,5.536685812339018
16,solar_photovoltaic,3,137.5,137.5,0.0,0.1469283951144973,273.4563706115485,0.06012542374965058
17,naturalgas_ccccsavgcf,1,0.0,0.0,0.0,0.0,0.0,0.0
18,naturalgas_ccavgcf,1,-0.0,0.0,-0.0,-0.0,0.0,0.0
19,naturalgas_ctavgcf,1,0.0,0.0,0.0,0.0,0.0,0.0
20,landbasedwind_ltrg1,1,-0.0,0.0,-0.0,-0.0,0.0,0.0
21,landbasedwind_ltrg1,1,0.0,0.0,0.0,0.0,0.0,0.0
22,landbasedwind_ltrg1,1,0.0,0.0,0.0,0.0,0.0,0.0
23,utilitypv_losangeles,1,1473.1740823575856,0.0,1473.1740823575856,1.574189844691435,3713.5752108376864,0.8165115432435437
24,utilitypv_losangeles,1,-0.0,0.0,-0.0,-0.0,0.0,0.0
25,utilitypv_losangeles,1,-0.0,0.0,-0.0,-0.0,0.0,0.0
26,utilitypv_losangeles,1,-0.0,0.0,-0.0,-0.0,0.0,0.0
27,battery,1,-0.0,0.0,-0.0,-0.0,0.0,0.0
28,naturalgas_ccs100,1,0.0,0.0,0.0,0.0,0.0,0.0
29,naturalgas_ccccsavgcf,2,0.0,0.0,0.0,0.0,0.0,0.0
30,naturalgas_ccavgcf,2,22888.776935541217,0.0,22888.776935541217,24.45826371834758,160707.69159713696,35.33513604198312
31,naturalgas_ctavgcf,2,0.0,0.0,0.0,0.0,0.0,0.0
32,landbasedwind_ltrg1,2,0.0,0.0,0.0,0.0,0.0,0.0
33,landbasedwind_ltrg1,2,0.0,0.0,0.0,0.0,0.0,0.0
34,landbasedwind_ltrg1,2,0.0,0.0,0.0,0.0,0.0,0.0
35,offshorewind_otrg3,2,0.0,0.0,0.0,0.0,0.0,0.0
36,offshorewind_otrg3,2,0.0,0.0,0.0,0.0,0.0,0.0
37,offshorewind_otrg3,2,0.0,0.0,0.0,0.0,0.0,0.0
38,utilitypv_losangeles,2,41361.178455198664,0.0,41361.178455198664,44.197320512484815,110924.61748057348,24.38922748580398
39,utilitypv_losangeles,2,-0.0,0.0,-0.0,-0.0,0.0,0.0
40,battery,2,-0.0,0.0,-0.0,-0.0,0.0,0.0
41,naturalgas_ccs100,2,0.0,0.0,0.0,0.0,0.0,0.0
42,naturalgas_ccccsavgcf,3,0.0,0.0,0.0,0.0,0.0,0.0
43,naturalgas_ccavgcf,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
44,naturalgas_ctavgcf,3,0.0,0.0,0.0,0.0,0.0,0.0
45,landbasedwind_ltrg1,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
46,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
47,landbasedwind_ltrg1,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
48,landbasedwind_ltrg1,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
49,landbasedwind_ltrg1,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
50,landbasedwind_ltrg1,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
51,landbasedwind_ltrg1,3,0.0,0.0,0.0,0.0,0.0,0.0
52,utilitypv_losangeles,3,3381.6132467083175,0.0,3381.6132467083175,3.61349096172202,8812.029860595872,1.9375194232191923
53,utilitypv_losangeles,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
54,battery,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
55,naturalgas_ccs100,3,0.0,0.0,0.0,0.0,0.0,0.0
