ID,Resource,Zone,Total_MW,Start_MW,Change_in_MW,Percent_MW,GWh,Percent_GWh
1,onshore_wind_turbine,1,8495.9,8495.9,0.0,9.078465105841872,5116.9424983238005,1.1250732055178203
4,conventional_steam_coal,2,-0.0,13567.68,-13567.68,-0.0,0.0,0.0
5,natural_gas_fired_combined_cycle,2,-0.0,36734.21,-36734.21,-0.0,0.0,0.0
6,natural_gas_fired_combustion_turbine,2,-0.0,4704.48,-4704.48,-0.0,0.0,0.0
7,natural_gas_steam_turbine,2,-0.0,1118.5,-1118.5,-0.0,0.0,0.0
8,nuclear,2,5020.0,5020.0,0.0,5.36422213436201,34257.44720750406,7.532258952534579
9,onshore_wind_turbine,2,6979.0,6979.0,0.0,7.457551050938739,14012.0507910589,3.080859889384976
11,solar_photovoltaic,2,454.5,454.5,0.0,0.48566513148755647,606.1980346878001,0.13328607196352513
12,conventional_steam_coal,3,-0.0,650.0,-650.0,-0.0,0.0,0.0
13,natural_gas_fired_combined_cycle,3,-0.0,3427.34,-3427.34,-0.0,0.0,0.0
14,natural_gas_fired_combustion_turbine,3,-0.0,1207.96,-1207.96,-0.0,0.0,0.0
15,onshore_wind_turbine,3,9450.5,9450.5,0.0,10.098522167487685,20423.3897657,4.4905348455181935
16,solar_photovoltaic,3,137.5,137.5,0.0,0.1469283951144973,84.33436699803072,0.018542779529938453
17,naturalgas_ccccsavgcf,1,-0.0,0.0,-0.0,-0.0,0.0,0.0
18,naturalgas_ccavgcf,1,-0.0,0.0,-0.0,-0.0,0.0,0.0
19,naturalgas_ctavgcf,1,-0.0,0.0,-0.0,-0.0,0.0,0.0
20,landbasedwind_ltrg1,1,2589.325536962545,0.0,2589.325536962545,2.7668759678173864,1847.81105333425,0.40628220966857354
21,landbasedwind_ltrg1,1,-0.0,0.0,-0.0,-0.0,0.0,0.0
22,landbasedwind_ltrg1,1,40102.072,0.0,40102.072,42.85187694346195,5633.517531416107,1.2386536744330015
23,utilitypv_losangeles,1,0.0,0.0,0.0,0.0,0.0,0.0
24,utilitypv_losangeles,1,0.0,0.0,0.0,0.0,0.0,0.0
25,utilitypv_losangeles,1,0.0,0.0,0.0,0.0,0.0,0.0
26,utilitypv_losangeles,1,-0.0,0.0,-0.0,-0.0,0.0,0.0
27,battery,1,-0.0,0.0,-0.0,-0.0,0.0,0.0
28,naturalgas_ccs100,1,-0.0,0.0,-0.0,-0.0,0.0,0.0
29,naturalgas_ccccsavgcf,2,-0.0,0.0,-0.0,-0.0,0.0,0.0
30,naturalgas_ccavgcf,2,-0.0,0.0,-0.0,-0.0,0.0,0.0
31,naturalgas_ctavgcf,2,-0.0,0.0,-0.0,-0.0,0.0,0.0
32,landbasedwind_ltrg1,2,1848.055,0.0,1848.055,1.9747764016968896,5224.2457259297,1.1486661980684547
33,landbasedwind_ltrg1,2,2552.931,0.0,2552.931,2.727985852131263,6562.055286014401,1.4428132772333913
34,landbasedwind_ltrg1,2,2288.25,0.0,2288.25,2.4451556372418066,5446.888528199902,1.1976191521650976
35,offshorewind_otrg3,2,842.5,0.0,842.5,0.9002703482470107,2246.9903987025004,0.49405063501575697
36,offshorewind_otrg3,2,1330.0,0.0,1330.0,1.4211982945620465,3742.963633993699,0.8229735032616429
37,offshorewind_otrg3,2,1520.0,0.0,1520.0,1.6242266223566246,4123.630990756112,0.9066716576671259
38,utilitypv_losangeles,2,41431.5,0.0,41431.5,44.272464015900326,84356.05052075606,18.54754713294113
39,utilitypv_losangeles,2,32915.25,0.0,32915.25,35.17225350758151,61632.959736144294,13.551372054426922
40,battery,2,-0.0,0.0,-0.0,-0.0,0.0,0.0
41,naturalgas_ccs100,2,-0.0,0.0,-0.0,-0.0,0.0,0.0
42,naturalgas_ccccsavgcf,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
43,naturalgas_ccavgcf,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
44,naturalgas_ctavgcf,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
45,landbasedwind_ltrg1,3,1384.425,0.0,1384.425,1.4793552247737303,552.4639926750355,0.12147145201957736
46,landbasedwind_ltrg1,3,3988.575,0.0,3988.575,4.26207217122768,7747.6100950025,1.7034837752314136
47,landbasedwind_ltrg1,3,6573.825,0.0,6573.825,7.0245931419168,3087.1636372699663,0.6787813407086649
48,landbasedwind_ltrg1,3,8408.475,0.0,8408.475,8.98504536080271,22770.99033366,5.006706855880909
49,landbasedwind_ltrg1,3,10104.75,0.0,10104.75,10.79763418569612,3372.8408371593746,0.7415938040357822
50,landbasedwind_ltrg1,3,16129.125,0.0,16129.125,17.23510146073539,6023.64851347776,1.324432616585215
51,landbasedwind_ltrg1,3,10901.925,0.0,10901.925,11.64947159206266,27594.448020655,6.067250921671119
52,utilitypv_losangeles,3,18349.248731953492,0.0,18349.248731953492,19.607459401764736,15242.020471694545,3.3512959811987457
53,utilitypv_losangeles,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
54,battery,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
55,naturalgas_ccs100,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
